_id,median_max_forward,median_max_reverse,plc,time
63224f2220e840e9ad54ce1a,-1,-1,28,2022-09-15T06:01:06.000Z
63224f2420e840e9ad54ce1f,-1,-1,37,2022-09-15T06:01:08.000Z
63224f2420e840e9ad54ce21,-1,-1,38,2022-09-15T06:01:08.000Z
63224f2520e840e9ad54ce26,-1,-1,45,2022-09-15T06:01:09.000Z
63224f2620e840e9ad54ce28,-1,-1,46,2022-09-15T06:01:10.000Z
63224f2720e840e9ad54ce2c,-1,-1,50,2022-09-15T06:01:11.000Z
63224f2720e840e9ad54ce2e,-1,-1,51,2022-09-15T06:01:11.000Z
63224f2820e840e9ad54ce32,-1,-1,56,2022-09-15T06:01:12.000Z
63224f2920e840e9ad54ce34,-1,-1,57,2022-09-15T06:01:13.000Z
63225d2e20e840e9ad54ce36,-1,-1,2,2022-09-15T07:01:02.000Z
63225d2e20e840e9ad54ce38,-1,-1,4,2022-09-15T07:01:02.000Z
63225d2e20e840e9ad54ce3a,-1,-1,5,2022-09-15T07:01:02.000Z
63225d2e20e840e9ad54ce3c,-1,-1,7,2022-09-15T07:01:02.000Z
63225d2f20e840e9ad54ce3f,-1,-1,17,2022-09-15T07:01:03.000Z
63225d3020e840e9ad54ce43,-1,-1,8,2022-09-15T07:01:04.000Z
63225d3120e840e9ad54ce45,-1,-1,14,2022-09-15T07:01:04.000Z
63225d3120e840e9ad54ce48,-1,-1,22,2022-09-15T07:01:05.000Z
63225d3120e840e9ad54ce4a,-1,-1,24,2022-09-15T07:01:05.000Z
63225d3220e840e9ad54ce4c,-1,-1,25,2022-09-15T07:01:06.000Z
63225d3220e840e9ad54ce4e,-1,-1,28,2022-09-15T07:01:06.000Z
63225d3420e840e9ad54ce53,-1,-1,37,2022-09-15T07:01:08.000Z
63225d3420e840e9ad54ce55,-1,-1,38,2022-09-15T07:01:08.000Z
63225d3620e840e9ad54ce5a,-1,-1,45,2022-09-15T07:01:10.000Z
63225d3620e840e9ad54ce5c,-1,-1,46,2022-09-15T07:01:10.000Z
63225d3820e840e9ad54ce60,-1,-1,50,2022-09-15T07:01:11.000Z
63225d3820e840e9ad54ce62,-1,-1,51,2022-09-15T07:01:12.000Z
63225d3920e840e9ad54ce66,-1,-1,56,2022-09-15T07:01:13.000Z
63225d3920e840e9ad54ce68,-1,-1,57,2022-09-15T07:01:13.000Z
63226b3e20e840e9ad54ce6a,-1,-1,2,2022-09-15T08:01:02.000Z
63226b3e20e840e9ad54ce6c,-1,-1,4,2022-09-15T08:01:02.000Z
63226b3e20e840e9ad54ce6e,-1,-1,5,2022-09-15T08:01:02.000Z
63226b3e20e840e9ad54ce70,-1,-1,7,2022-09-15T08:01:02.000Z
63226b3f20e840e9ad54ce73,-1,-1,17,2022-09-15T08:01:03.000Z
63226b4020e840e9ad54ce77,-1,-1,8,2022-09-15T08:01:04.000Z
63226b4020e840e9ad54ce79,-1,-1,14,2022-09-15T08:01:04.000Z
63226b4120e840e9ad54ce7c,-1,-1,22,2022-09-15T08:01:05.000Z
63226b4120e840e9ad54ce7e,-1,-1,24,2022-09-15T08:01:05.000Z
63226b4120e840e9ad54ce80,-1,-1,25,2022-09-15T08:01:05.000Z
63226b4120e840e9ad54ce82,-1,-1,28,2022-09-15T08:01:05.000Z
63226b4320e840e9ad54ce87,-1,-1,37,2022-09-15T08:01:07.000Z
63226b4320e840e9ad54ce89,-1,-1,38,2022-09-15T08:01:07.000Z
63226b4520e840e9ad54ce8e,-1,-1,45,2022-09-15T08:01:09.000Z
63226b4520e840e9ad54ce90,-1,-1,46,2022-09-15T08:01:09.000Z
63226b4720e840e9ad54ce94,-1,-1,50,2022-09-15T08:01:11.000Z
63226b4720e840e9ad54ce96,-1,-1,51,2022-09-15T08:01:11.000Z
63226b4820e840e9ad54ce9a,-1,-1,56,2022-09-15T08:01:12.000Z
63226b4920e840e9ad54ce9c,-1,-1,57,2022-09-15T08:01:12.000Z
6322794e20e840e9ad54ce9e,-1,-1,2,2022-09-15T09:01:01.000Z
6322794e20e840e9ad54cea0,-1,-1,4,2022-09-15T09:01:02.000Z
6322794e20e840e9ad54cea2,-1,-1,5,2022-09-15T09:01:02.000Z
6322794e20e840e9ad54cea4,-1,-1,7,2022-09-15T09:01:02.000Z
6322814312fbd2fdb4407f49,-1,-1,2,2022-09-15T09:34:59.000Z
6322814312fbd2fdb4407f4b,-1,-1,4,2022-09-15T09:34:59.000Z
6322814312fbd2fdb4407f4d,-1,-1,5,2022-09-15T09:34:59.000Z
6322814412fbd2fdb4407f4f,-1,-1,7,2022-09-15T09:35:00.000Z
6322814512fbd2fdb4407f52,-1,-1,17,2022-09-15T09:35:01.000Z
6322814712fbd2fdb4407f56,-1,-1,8,2022-09-15T09:35:02.000Z
6322814712fbd2fdb4407f58,-1,-1,14,2022-09-15T09:35:03.000Z
6322814812fbd2fdb4407f5b,-1,-1,22,2022-09-15T09:35:03.000Z
6322814812fbd2fdb4407f5d,-1,-1,24,2022-09-15T09:35:04.000Z
6322814812fbd2fdb4407f5f,-1,-1,25,2022-09-15T09:35:04.000Z
6322814812fbd2fdb4407f61,-1,-1,28,2022-09-15T09:35:04.000Z
6322814a12fbd2fdb4407f66,-1,-1,37,2022-09-15T09:35:06.000Z
6322814b12fbd2fdb4407f68,-1,-1,38,2022-09-15T09:35:06.000Z
6322814d12fbd2fdb4407f6d,-1,-1,45,2022-09-15T09:35:08.000Z
6322814d12fbd2fdb4407f6f,-1,-1,46,2022-09-15T09:35:09.000Z
6322814e12fbd2fdb4407f73,-1,-1,50,2022-09-15T09:35:10.000Z
6322814e12fbd2fdb4407f75,-1,-1,51,2022-09-15T09:35:10.000Z
6322815012fbd2fdb4407f79,-1,-1,56,2022-09-15T09:35:12.000Z
6322815012fbd2fdb4407f7b,-1,-1,57,2022-09-15T09:35:12.000Z
632282c5390a947495cbb896,-1,-1,2,2022-09-15T09:41:25.000Z
632282c6390a947495cbb898,-1,-1,4,2022-09-15T09:41:26.000Z
632282c6390a947495cbb89a,-1,-1,5,2022-09-15T09:41:26.000Z
632282c6390a947495cbb89c,-1,-1,7,2022-09-15T09:41:26.000Z
632282c7390a947495cbb89f,-1,-1,17,2022-09-15T09:41:26.000Z
632282c8390a947495cbb8a3,-1,-1,8,2022-09-15T09:41:27.000Z
632282c8390a947495cbb8a5,-1,-1,14,2022-09-15T09:41:28.000Z
632282c8390a947495cbb8a8,-1,-1,22,2022-09-15T09:41:28.000Z
632282c9390a947495cbb8aa,-1,-1,24,2022-09-15T09:41:28.000Z
632282c9390a947495cbb8ac,-1,-1,25,2022-09-15T09:41:29.000Z
632282c9390a947495cbb8ae,-1,-1,28,2022-09-15T09:41:29.000Z
632282ca390a947495cbb8b3,-1,-1,37,2022-09-15T09:41:30.000Z
632282ca390a947495cbb8b5,-1,-1,38,2022-09-15T09:41:30.000Z
632282cc390a947495cbb8ba,-1,-1,45,2022-09-15T09:41:32.000Z
632282cc390a947495cbb8bc,-1,-1,46,2022-09-15T09:41:32.000Z
632282cd390a947495cbb8c0,-1,-1,50,2022-09-15T09:41:33.000Z
632282cd390a947495cbb8c2,-1,-1,51,2022-09-15T09:41:33.000Z
632282ce390a947495cbb8c6,-1,-1,56,2022-09-15T09:41:34.000Z
632282ce390a947495cbb8c8,-1,-1,57,2022-09-15T09:41:34.000Z
63228823500c35cf13b4d4c3,-1,-1,2,2022-09-15T02:04:18.000Z
63228823500c35cf13b4d4c5,-1,-1,4,2022-09-15T02:04:19.000Z
63228824500c35cf13b4d4c7,-1,-1,5,2022-09-15T02:04:20.000Z
63228824500c35cf13b4d4c9,-1,-1,7,2022-09-15T02:04:20.000Z
63228826500c35cf13b4d4cc,-1,-1,17,2022-09-15T02:04:21.000Z
63228828500c35cf13b4d4d0,-1,-1,8,2022-09-15T02:04:23.000Z
63228828500c35cf13b4d4d2,-1,-1,14,2022-09-15T02:04:24.000Z
63228829500c35cf13b4d4d5,-1,-1,22,2022-09-15T02:04:25.000Z
63228829500c35cf13b4d4d7,-1,-1,24,2022-09-15T02:04:25.000Z
63228829500c35cf13b4d4d9,-1,-1,25,2022-09-15T02:04:25.000Z
6322882a500c35cf13b4d4db,-1,-1,28,2022-09-15T02:04:26.000Z
6322882c500c35cf13b4d4e0,-1,-1,37,2022-09-15T02:04:28.000Z
6322882c500c35cf13b4d4e2,-1,-1,38,2022-09-15T02:04:28.000Z
6322882e500c35cf13b4d4e7,-1,-1,45,2022-09-15T02:04:30.000Z
6322882e500c35cf13b4d4e9,-1,-1,46,2022-09-15T02:04:30.000Z
63228830500c35cf13b4d4ed,-1,-1,50,2022-09-15T02:04:32.000Z
63228830500c35cf13b4d4ef,-1,-1,51,2022-09-15T02:04:32.000Z
63228832500c35cf13b4d4f3,-1,-1,56,2022-09-15T02:04:34.000Z
63228832500c35cf13b4d4f5,-1,-1,57,2022-09-15T02:04:34.000Z
632289067d988399b67a8988,-1,-1,2,2022-09-15T02:08:06.000Z
632289077d988399b67a898a,-1,-1,4,2022-09-15T02:08:07.000Z
632289077d988399b67a898c,-1,-1,5,2022-09-15T02:08:07.000Z
632289077d988399b67a898e,-1,-1,7,2022-09-15T02:08:07.000Z
632289087d988399b67a8991,-1,-1,17,2022-09-15T02:08:08.000Z
6322890a7d988399b67a8995,-1,-1,8,2022-09-15T02:08:10.000Z
6322890a7d988399b67a8997,-1,-1,14,2022-09-15T02:08:10.000Z
6322890b7d988399b67a899a,-1,-1,22,2022-09-15T02:08:11.000Z
6322890b7d988399b67a899c,-1,-1,24,2022-09-15T02:08:11.000Z
6322890b7d988399b67a899e,-1,-1,25,2022-09-15T02:08:11.000Z
6322890c7d988399b67a89a0,-1,-1,28,2022-09-15T02:08:12.000Z
6322890d7d988399b67a89a5,-1,-1,37,2022-09-15T02:08:13.000Z
6322890e7d988399b67a89a7,-1,-1,38,2022-09-15T02:08:14.000Z
632289107d988399b67a89ac,-1,-1,45,2022-09-15T02:08:16.000Z
632289107d988399b67a89ae,-1,-1,46,2022-09-15T02:08:16.000Z
632289127d988399b67a89b2,-1,-1,50,2022-09-15T02:08:18.000Z
632289127d988399b67a89b4,-1,-1,51,2022-09-15T02:08:18.000Z
632289137d988399b67a89b8,-1,-1,56,2022-09-15T02:08:19.000Z
632289147d988399b67a89ba,-1,-1,57,2022-09-15T02:08:20.000Z
632290de390a947495cbb8ca,-1,-1,2,2022-09-15T10:41:34.000Z
632290df390a947495cbb8cc,-1,-1,4,2022-09-15T10:41:35.000Z
632290df390a947495cbb8ce,-1,-1,5,2022-09-15T10:41:35.000Z
632290df390a947495cbb8d0,-1,-1,7,2022-09-15T10:41:35.000Z
632290e1390a947495cbb8d2,27.3,77.4,9,2022-09-15T10:41:35.000Z
632290e1390a947495cbb8d4,-1,-1,17,2022-09-15T10:41:37.000Z
632290e2390a947495cbb8d8,-1,-1,8,2022-09-15T10:41:38.000Z
632290e2390a947495cbb8da,-1,-1,14,2022-09-15T10:41:38.000Z
632290e3390a947495cbb8dd,-1,-1,22,2022-09-15T10:41:39.000Z
632290e3390a947495cbb8df,-1,-1,24,2022-09-15T10:41:39.000Z
632290e3390a947495cbb8e1,-1,-1,25,2022-09-15T10:41:39.000Z
632290e3390a947495cbb8e3,-1,-1,28,2022-09-15T10:41:39.000Z
632290e5390a947495cbb8e8,-1,-1,37,2022-09-15T10:41:41.000Z
632290e5390a947495cbb8ea,-1,-1,38,2022-09-15T10:41:41.000Z
632290e7390a947495cbb8ef,-1,-1,45,2022-09-15T10:41:43.000Z
632290e7390a947495cbb8f1,-1,-1,46,2022-09-15T10:41:43.000Z
632290ea390a947495cbb8f6,-1,-1,50,2022-09-15T10:41:46.000Z
632290ea390a947495cbb8f8,-1,-1,51,2022-09-15T10:41:46.000Z
632290eb390a947495cbb8fc,-1,-1,56,2022-09-15T10:41:47.000Z
632290ec390a947495cbb8fe,-1,-1,57,2022-09-15T10:41:47.000Z
6322c28df94eac8539bef993,-1,-1,2,2022-09-15T14:13:32.000Z
6322c28df94eac8539bef995,-1,-1,4,2022-09-15T14:13:33.000Z
6322c28df94eac8539bef997,-1,-1,5,2022-09-15T14:13:33.000Z
6322c28ef94eac8539bef999,-1,-1,7,2022-09-15T14:13:33.000Z
6322c28ff94eac8539bef99b,27.3,77.4,9,2022-09-15T14:13:34.000Z
6322c290f94eac8539bef99d,-1,-1,17,2022-09-15T14:13:35.000Z
6322c291f94eac8539bef9a1,-1,-1,8,2022-09-15T14:13:37.000Z
6322c291f94eac8539bef9a3,-1,-1,14,2022-09-15T14:13:37.000Z
6322c292f94eac8539bef9a6,-1,-1,22,2022-09-15T14:13:38.000Z
6322c292f94eac8539bef9a8,-1,-1,24,2022-09-15T14:13:38.000Z
6322c292f94eac8539bef9aa,-1,-1,25,2022-09-15T14:13:38.000Z
6322c292f94eac8539bef9ac,-1,-1,28,2022-09-15T14:13:38.000Z
6322c294f94eac8539bef9b1,-1,-1,37,2022-09-15T14:13:40.000Z
6322c294f94eac8539bef9b3,-1,-1,38,2022-09-15T14:13:40.000Z
6322c296f94eac8539bef9b8,-1,-1,45,2022-09-15T14:13:42.000Z
6322c296f94eac8539bef9ba,-1,-1,46,2022-09-15T14:13:42.000Z
6322c298f94eac8539bef9bf,-1,-1,50,2022-09-15T14:13:44.000Z
6322c299f94eac8539bef9c1,-1,-1,51,2022-09-15T14:13:45.000Z
6322c29af94eac8539bef9c5,-1,-1,56,2022-09-15T14:13:46.000Z
6322c29af94eac8539bef9c7,-1,-1,57,2022-09-15T14:13:46.000Z
6322c2d270e159570dad5a3b,-1,-1,2,2022-09-15T14:14:41.000Z
6322c2d270e159570dad5a3d,-1,-1,4,2022-09-15T14:14:42.000Z
6322c2d270e159570dad5a3f,-1,-1,5,2022-09-15T14:14:42.000Z
6322c2d270e159570dad5a41,-1,-1,7,2022-09-15T14:14:42.000Z
6322c2d470e159570dad5a43,27.3,77.4,9,2022-09-15T14:14:42.000Z
6322c2d470e159570dad5a45,-1,-1,17,2022-09-15T14:14:44.000Z
6322c2d670e159570dad5a49,-1,-1,8,2022-09-15T14:14:45.000Z
6322c2d670e159570dad5a4b,-1,-1,14,2022-09-15T14:14:46.000Z
6322c2d770e159570dad5a4e,-1,-1,22,2022-09-15T14:14:47.000Z
6322c2d770e159570dad5a50,-1,-1,24,2022-09-15T14:14:47.000Z
6322c2d770e159570dad5a52,-1,-1,25,2022-09-15T14:14:47.000Z
6322c2d770e159570dad5a54,-1,-1,28,2022-09-15T14:14:47.000Z
6322c2da70e159570dad5a58,216,183.2,40,2022-09-15T14:14:48.000Z
6322c2da70e159570dad5a5a,-1,-1,37,2022-09-15T14:14:50.000Z
6322c2da70e159570dad5a5c,-1,-1,38,2022-09-15T14:14:50.000Z
6322c2dc70e159570dad5a61,-1,-1,45,2022-09-15T14:14:52.000Z
6322c2dc70e159570dad5a63,-1,-1,46,2022-09-15T14:14:52.000Z
6322c2de70e159570dad5a68,-1,-1,50,2022-09-15T14:14:54.000Z
6322c2df70e159570dad5a6a,-1,-1,51,2022-09-15T14:14:55.000Z
6322c2e070e159570dad5a6e,-1,-1,56,2022-09-15T14:14:56.000Z
6322c2e070e159570dad5a70,-1,-1,57,2022-09-15T14:14:56.000Z
6322c3164626733c8197b540,-1,-1,2,2022-09-15T14:15:50.000Z
6322c3174626733c8197b542,-1,-1,4,2022-09-15T14:15:51.000Z
6322c3174626733c8197b544,-1,-1,5,2022-09-15T14:15:51.000Z
6322c3174626733c8197b546,-1,-1,7,2022-09-15T14:15:51.000Z
6322c3184626733c8197b549,-1,-1,17,2022-09-15T14:15:52.000Z
6322c3194626733c8197b54d,-1,-1,8,2022-09-15T14:15:53.000Z
6322c3194626733c8197b54f,-1,-1,14,2022-09-15T14:15:53.000Z
6322c31a4626733c8197b552,-1,-1,22,2022-09-15T14:15:54.000Z
6322c31a4626733c8197b554,-1,-1,24,2022-09-15T14:15:54.000Z
6322c31a4626733c8197b556,-1,-1,25,2022-09-15T14:15:54.000Z
6322c31a4626733c8197b558,-1,-1,28,2022-09-15T14:15:54.000Z
6322c31c4626733c8197b55c,216,183.2,40,2022-09-15T14:15:55.000Z
6322c31c4626733c8197b55e,-1,-1,37,2022-09-15T14:15:56.000Z
6322c31d4626733c8197b560,-1,-1,38,2022-09-15T14:15:57.000Z
6322c31e4626733c8197b565,-1,-1,45,2022-09-15T14:15:58.000Z
6322c31e4626733c8197b567,-1,-1,46,2022-09-15T14:15:58.000Z
6322c31f4626733c8197b56b,-1,-1,50,2022-09-15T14:15:59.000Z
6322c31f4626733c8197b56d,-1,-1,51,2022-09-15T14:15:59.000Z
6322c3204626733c8197b571,-1,-1,56,2022-09-15T14:16:00.000Z
6322c3204626733c8197b573,-1,-1,57,2022-09-15T14:16:00.000Z
6322c60c8bfbbb16883b6114,-1,-1,2,2022-09-15T14:28:27.000Z
6322c60c8bfbbb16883b6116,-1,-1,4,2022-09-15T14:28:28.000Z
6322c60c8bfbbb16883b6118,-1,-1,5,2022-09-15T14:28:28.000Z
6322c60c8bfbbb16883b611a,-1,-1,7,2022-09-15T14:28:28.000Z
6322c60d8bfbbb16883b611d,-1,-1,17,2022-09-15T14:28:29.000Z
6322c60e8bfbbb16883b6121,-1,-1,8,2022-09-15T14:28:30.000Z
6322c60e8bfbbb16883b6123,-1,-1,14,2022-09-15T14:28:30.000Z
6322c60f8bfbbb16883b6126,-1,-1,22,2022-09-15T14:28:30.000Z
6322c60f8bfbbb16883b6128,-1,-1,24,2022-09-15T14:28:31.000Z
6322c60f8bfbbb16883b612a,-1,-1,25,2022-09-15T14:28:31.000Z
6322c60f8bfbbb16883b612c,-1,-1,28,2022-09-15T14:28:31.000Z
6322c6118bfbbb16883b6130,216,183.2,40,2022-09-15T14:28:32.000Z
6322c6118bfbbb16883b6132,-1,-1,37,2022-09-15T14:28:33.000Z
6322c6128bfbbb16883b6134,-1,-1,38,2022-09-15T14:28:33.000Z
6322c6138bfbbb16883b6139,-1,-1,45,2022-09-15T14:28:35.000Z
6322c6138bfbbb16883b613b,-1,-1,46,2022-09-15T14:28:35.000Z
6322c6148bfbbb16883b613f,-1,-1,50,2022-09-15T14:28:36.000Z
6322c6148bfbbb16883b6141,-1,-1,51,2022-09-15T14:28:36.000Z
6322c6158bfbbb16883b6145,-1,-1,56,2022-09-15T14:28:37.000Z
6322c6158bfbbb16883b6147,-1,-1,57,2022-09-15T14:28:37.000Z
6322c63d763100f70a4eb572,-1,-1,2,2022-09-15T14:29:16.000Z
6322c63d763100f70a4eb574,-1,-1,4,2022-09-15T14:29:17.000Z
6322c63d763100f70a4eb576,-1,-1,5,2022-09-15T14:29:17.000Z
6322c63d763100f70a4eb578,-1,-1,7,2022-09-15T14:29:17.000Z
6322c63e763100f70a4eb57b,-1,-1,17,2022-09-15T14:29:18.000Z
6322c63f763100f70a4eb57f,-1,-1,8,2022-09-15T14:29:19.000Z
6322c63f763100f70a4eb581,-1,-1,14,2022-09-15T14:29:19.000Z
6322c640763100f70a4eb584,-1,-1,22,2022-09-15T14:29:20.000Z
6322c640763100f70a4eb586,-1,-1,24,2022-09-15T14:29:20.000Z
6322c640763100f70a4eb588,-1,-1,25,2022-09-15T14:29:20.000Z
6322c640763100f70a4eb58a,-1,-1,28,2022-09-15T14:29:20.000Z
6322c643763100f70a4eb58e,216,183.2,40,2022-09-15T14:29:21.000Z
6322c643763100f70a4eb590,-1,-1,37,2022-09-15T14:29:23.000Z
6322c643763100f70a4eb592,-1,-1,38,2022-09-15T14:29:23.000Z
6322c645763100f70a4eb597,-1,-1,45,2022-09-15T14:29:25.000Z
6322c645763100f70a4eb599,-1,-1,46,2022-09-15T14:29:25.000Z
6322c646763100f70a4eb59d,-1,-1,50,2022-09-15T14:29:26.000Z
6322c646763100f70a4eb59f,-1,-1,51,2022-09-15T14:29:26.000Z
6322c647763100f70a4eb5a3,-1,-1,56,2022-09-15T14:29:27.000Z
6322c647763100f70a4eb5a5,-1,-1,57,2022-09-15T14:29:27.000Z
6322cd5e69b71dd5e2f4c041,-1,-1,2,2022-09-15T14:59:23.000Z
6322cd5e69b71dd5e2f4c043,-1,-1,4,2022-09-15T14:59:42.000Z
6322cd5e69b71dd5e2f4c045,-1,-1,5,2022-09-15T14:59:42.000Z
6322cd5e69b71dd5e2f4c047,-1,-1,7,2022-09-15T14:59:42.000Z
6322cd6069b71dd5e2f4c04a,-1,-1,17,2022-09-15T14:59:43.000Z
6322cd6169b71dd5e2f4c04e,-1,-1,8,2022-09-15T14:59:45.000Z
6322cd6169b71dd5e2f4c050,-1,-1,14,2022-09-15T14:59:45.000Z
6322cd6269b71dd5e2f4c053,-1,-1,22,2022-09-15T14:59:46.000Z
6322cd6269b71dd5e2f4c055,-1,-1,24,2022-09-15T14:59:46.000Z
6322cd6269b71dd5e2f4c057,-1,-1,25,2022-09-15T14:59:46.000Z
6322cd6369b71dd5e2f4c059,-1,-1,28,2022-09-15T14:59:46.000Z
6322cd6669b71dd5e2f4c05d,216,183.2,40,2022-09-15T14:59:48.000Z
6322cd6669b71dd5e2f4c05f,-1,-1,37,2022-09-15T14:59:50.000Z
6322cd6669b71dd5e2f4c061,-1,-1,38,2022-09-15T14:59:50.000Z
6322cd6869b71dd5e2f4c066,-1,-1,45,2022-09-15T14:59:52.000Z
6322cd6869b71dd5e2f4c068,-1,-1,46,2022-09-15T14:59:52.000Z
6322cd6969b71dd5e2f4c06c,-1,-1,50,2022-09-15T14:59:53.000Z
6322cd6969b71dd5e2f4c06e,-1,-1,51,2022-09-15T14:59:53.000Z
6322cd6a69b71dd5e2f4c072,-1,-1,56,2022-09-15T14:59:54.000Z
6322cd6b69b71dd5e2f4c074,-1,-1,57,2022-09-15T14:59:54.000Z
6322ce43d741811b0c5bc503,-1,-1,2,2022-09-15T15:03:31.000Z
6322ce44d741811b0c5bc505,-1,-1,4,2022-09-15T15:03:32.000Z
6322ce44d741811b0c5bc507,-1,-1,5,2022-09-15T15:03:32.000Z
6322ce44d741811b0c5bc509,-1,-1,7,2022-09-15T15:03:32.000Z
6322ce45d741811b0c5bc50c,-1,-1,17,2022-09-15T15:03:33.000Z
6322ce47d741811b0c5bc510,-1,-1,8,2022-09-15T15:03:34.000Z
6322ce47d741811b0c5bc512,-1,-1,14,2022-09-15T15:03:35.000Z
6322ce48d741811b0c5bc515,-1,-1,22,2022-09-15T15:03:35.000Z
6322ce48d741811b0c5bc517,-1,-1,24,2022-09-15T15:03:36.000Z
6322ce48d741811b0c5bc519,-1,-1,25,2022-09-15T15:03:36.000Z
6322ce48d741811b0c5bc51b,-1,-1,28,2022-09-15T15:03:36.000Z
6322ce4bd741811b0c5bc51f,216,183.2,40,2022-09-15T15:03:37.000Z
6322ce4bd741811b0c5bc521,-1,-1,37,2022-09-15T15:03:39.000Z
6322ce4bd741811b0c5bc523,-1,-1,38,2022-09-15T15:03:39.000Z
6322ce4dd741811b0c5bc528,-1,-1,45,2022-09-15T15:03:41.000Z
6322ce4ed741811b0c5bc52a,-1,-1,46,2022-09-15T15:03:42.000Z
6322ce4fd741811b0c5bc52e,-1,-1,50,2022-09-15T15:03:43.000Z
6322ce4fd741811b0c5bc530,-1,-1,51,2022-09-15T15:03:43.000Z
6322ce50d741811b0c5bc534,-1,-1,56,2022-09-15T15:03:44.000Z
6322ce50d741811b0c5bc536,-1,-1,57,2022-09-15T15:03:44.000Z
6322fdd71c2fea8652ecb1b8,-1,-1,2,2022-09-15T10:26:30.000Z
6322fdd71c2fea8652ecb1ba,-1,-1,4,2022-09-15T10:26:31.000Z
6322fdd71c2fea8652ecb1bc,-1,-1,5,2022-09-15T10:26:31.000Z
6322fdd81c2fea8652ecb1be,-1,-1,7,2022-09-15T10:26:32.000Z
6322fdd91c2fea8652ecb1c1,-1,-1,17,2022-09-15T10:26:33.000Z
6322fddb1c2fea8652ecb1c5,-1,-1,8,2022-09-15T10:26:34.000Z
6322fddb1c2fea8652ecb1c7,-1,-1,14,2022-09-15T10:26:35.000Z
6322fddc1c2fea8652ecb1ca,-1,-1,22,2022-09-15T10:26:36.000Z
6322fddc1c2fea8652ecb1cc,-1,-1,24,2022-09-15T10:26:36.000Z
6322fddc1c2fea8652ecb1ce,-1,-1,25,2022-09-15T10:26:36.000Z
6322fddc1c2fea8652ecb1d0,-1,-1,28,2022-09-15T10:26:36.000Z
6322fde01c2fea8652ecb1d4,216,183.2,40,2022-09-15T10:26:38.000Z
6322fde11c2fea8652ecb1d6,-1,-1,37,2022-09-15T10:26:40.000Z
6322fde11c2fea8652ecb1d8,-1,-1,38,2022-09-15T10:26:41.000Z
6322fde31c2fea8652ecb1dd,-1,-1,45,2022-09-15T10:26:43.000Z
6322fde31c2fea8652ecb1df,-1,-1,46,2022-09-15T10:26:43.000Z
6322fde51c2fea8652ecb1e3,-1,-1,50,2022-09-15T10:26:45.000Z
6322fde51c2fea8652ecb1e5,-1,-1,51,2022-09-15T10:26:45.000Z
6322fde71c2fea8652ecb1e9,-1,-1,56,2022-09-15T10:26:47.000Z
6322fde71c2fea8652ecb1eb,-1,-1,57,2022-09-15T10:26:47.000Z
6322ff8d90bbadb980687414,-1,-1,2,2022-09-15T10:33:48.000Z
6322ff8d90bbadb980687416,-1,-1,4,2022-09-15T10:33:49.000Z
6322ff8d90bbadb980687418,-1,-1,5,2022-09-15T10:33:49.000Z
6322ff8d90bbadb98068741a,-1,-1,7,2022-09-15T10:33:49.000Z
6322ff8f90bbadb98068741d,-1,-1,17,2022-09-15T10:33:50.000Z
6322ff9090bbadb980687421,-1,-1,8,2022-09-15T10:33:52.000Z
6322ff9090bbadb980687423,-1,-1,14,2022-09-15T10:33:52.000Z
6322ff9190bbadb980687426,-1,-1,22,2022-09-15T10:33:53.000Z
6322ff9190bbadb980687428,-1,-1,24,2022-09-15T10:33:53.000Z
6322ff9290bbadb98068742a,-1,-1,25,2022-09-15T10:33:53.000Z
6322ff9290bbadb98068742c,-1,-1,28,2022-09-15T10:33:54.000Z
6322ff9690bbadb980687430,216,183.2,40,2022-09-15T10:33:55.000Z
6322ff9690bbadb980687432,-1,-1,37,2022-09-15T10:33:58.000Z
6322ff9690bbadb980687434,-1,-1,38,2022-09-15T10:33:58.000Z
6322ff9890bbadb980687439,-1,-1,45,2022-09-15T10:34:00.000Z
6322ff9990bbadb98068743b,-1,-1,46,2022-09-15T10:34:00.000Z
6322ff9a90bbadb98068743f,-1,-1,50,2022-09-15T10:34:02.000Z
6322ff9a90bbadb980687441,-1,-1,51,2022-09-15T10:34:02.000Z
6322ff9c90bbadb980687445,-1,-1,56,2022-09-15T10:34:04.000Z
6322ff9c90bbadb980687447,-1,-1,57,2022-09-15T10:34:04.000Z
632301f4bf07aaa578e56e4f,-1,-1,2,2022-09-15T10:44:04.000Z
632301f5bf07aaa578e56e51,-1,-1,4,2022-09-15T10:44:05.000Z
632301f5bf07aaa578e56e53,-1,-1,5,2022-09-15T10:44:05.000Z
632301f5bf07aaa578e56e55,-1,-1,7,2022-09-15T10:44:05.000Z
632301f6bf07aaa578e56e58,-1,-1,17,2022-09-15T10:44:06.000Z
632301f7bf07aaa578e56e5c,-1,-1,8,2022-09-15T10:44:07.000Z
632301f8bf07aaa578e56e5e,-1,-1,14,2022-09-15T10:44:07.000Z
632301f8bf07aaa578e56e61,-1,-1,22,2022-09-15T10:44:08.000Z
632301f8bf07aaa578e56e63,-1,-1,24,2022-09-15T10:44:08.000Z
632301f8bf07aaa578e56e65,-1,-1,25,2022-09-15T10:44:08.000Z
632301f9bf07aaa578e56e67,-1,-1,28,2022-09-15T10:44:09.000Z
632301fdbf07aaa578e56e6b,216,183.2,40,2022-09-15T10:44:10.000Z
632301fdbf07aaa578e56e6d,-1,-1,37,2022-09-15T10:44:13.000Z
