,Unnamed: 0,time,Voltage.name,Voltage,Current,Temperature,Time,SOC,SOCBound
0,7,2022-10-11 23:00:42,4组8号电池电压,3.214,0.6,29.55,0,0.0658607072481111,0.042426406871192854
1,455,2022-10-11 23:01:42,4组8号电池电压,3.214,0.6,29.5,60,0.06585842620528033,0.04238527093576483
2,628,2022-10-11 23:02:42,4组8号电池电压,3.213,0.6,29.0,120,0.06582131920097033,0.04234490202189106
3,952,2022-10-11 23:03:42,4组8号电池电压,3.213,0.6,29.5,180,0.06578466474205172,0.04230441911912687
4,976,2022-10-11 23:04:42,4组8号电池电压,3.213,0.6,29.5,240,0.06574811322165097,0.04226425924763393
5,1335,2022-10-11 23:05:42,4组8号电池电压,3.213,0.6,29.5,300,0.06571166348802779,0.04222441898189693
6,1548,2022-10-11 23:06:42,4组8号电池电压,3.213,0.6,29.5,360,0.06567531440595395,0.04218489494911642
7,1692,2022-10-11 23:07:42,4组8号电池电压,3.213,0.6,29.5,420,0.06563906485638964,0.04214568382815569
8,1977,2022-10-11 23:08:42,4组8号电池电压,3.213,0.6,28.95,480,0.06560253169677732,0.042107214376883584
9,2369,2022-10-11 23:09:42,4组8号电池电压,3.213,0.6,28.95,540,0.0655660968676331,0.04206904371220993
10,2551,2022-10-11 23:10:42,4组8号电池电压,3.213,0.6,28.95,600,0.06552975930304598,0.042031168774402425
11,2746,2022-10-11 23:11:42,4组8号电池电压,3.213,0.6,28.9,660,0.06549348346711636,0.04199362341472855
12,3027,2022-10-11 23:12:42,4组8号电池电压,3.213,0.6,28.9,720,0.0654573028960706,0.04195636713330084
13,3337,2022-10-11 23:13:42,4组8号电池电压,3.213,0.6,28.9,780,0.06542121656792607,0.04191939701386834
14,3606,2022-10-11 23:14:42,4组8号电池电压,3.213,0.6,28.9,840,0.0653852234745892,0.04188271018291241
15,3641,2022-10-11 23:15:42,4组8号电池电压,3.213,0.6,28.9,900,0.0653493226215961,0.04184630380883285
16,3952,2022-10-11 23:16:42,4组8号电池电压,3.213,0.6,28.9,960,0.06531351302785919,0.041810175101153264
17,4312,2022-10-11 23:17:42,4组8号电池电压,3.213,0.6,28.85,1020,0.06527775933228253,0.041774353813878756
18,4458,2022-10-11 23:18:42,4组8号电池电压,3.213,0.6,28.85,1080,0.06524209506705207,0.04173880412729446
19,4724,2022-10-11 23:19:42,4组8号电池电压,3.213,0.6,28.85,1140,0.06520651929017726,0.04170352337820056
20,4875,2022-10-11 23:20:42,4组8号电池电压,3.213,0.6,28.8,1200,0.06517099675678316,0.04166853937127182
21,5143,2022-10-11 23:21:42,4组8号电池电压,3.212,0.6,28.8,1260,0.06513429375316622,0.04163381851073672
22,5309,2022-10-11 23:22:42,4组8号电池电压,3.213,0.6,28.8,1320,0.06509894675655614,0.04159936446177628
23,5764,2022-10-11 23:23:42,4组8号电池电压,3.213,0.6,28.8,1380,0.06506368467282386,0.041565168447490086
24,5971,2022-10-11 23:24:42,4组8号电池电压,3.213,0.6,28.8,1440,0.06502850662044736,0.04153122799619637
25,6034,2022-10-11 23:25:42,4组8号电池电压,3.213,0.5,28.8,1500,0.06499183720361977,0.04138303593993443
26,6304,2022-10-11 23:26:42,4组8号电池电压,3.213,0.6,28.75,1560,0.06496098304737309,0.04123755510828722
27,6715,2022-10-11 23:27:42,4组8号电池电压,3.213,0.6,28.75,1620,0.06492497832032564,0.04109484974007378
28,6941,2022-10-11 23:28:42,4组8号电池电压,3.213,0.6,28.7,1680,0.06488917491523334,0.040954886401691405
29,7129,2022-10-11 23:29:42,4组8号电池电压,3.213,0.6,28.7,1740,0.064853637284694,0.040817536120565504
30,7386,2022-10-11 23:30:42,4组8号电池电压,3.213,0.6,28.7,1800,0.064818357861453,0.04068272556288897
31,7557,2022-10-11 23:31:42,4组8号电池电压,3.213,0.6,28.7,1860,0.06478332936984832,0.04055038432597668
32,7930,2022-10-11 23:32:42,4组8号电池电压,3.213,0.6,28.7,1920,0.06474854481109958,0.04042044478764763
33,8182,2022-10-11 23:33:42,4组8号电池电压,3.213,0.6,28.7,1980,0.06471399744949903,0.04029284196502912
34,8428,2022-10-11 23:34:42,4组8号电池电压,3.213,0.6,28.65,2040,0.06467961373713485,0.04016756110372812
35,8542,2022-10-11 23:35:42,4组8号电池电压,3.213,0.6,28.65,2100,0.0646454555422859,0.04004449513876314
36,8699,2022-10-11 23:36:42,4组8号电池电压,3.213,0.6,28.65,2160,0.06461151681397286,0.03992358618453055
37,9058,2022-10-11 23:37:42,4组8号电池电压,3.213,0.6,28.6,2220,0.06457772651713123,0.039804823707092526
38,9226,2022-10-11 23:38:42,4组8号电池电压,3.213,0.6,28.6,2280,0.0645441452167443,0.039688109564501486
39,9415,2022-10-11 23:39:42,4组8号电池电压,3.213,0.6,28.6,2340,0.06451076745504136,0.039573391991607434
40,9697,2022-10-11 23:40:42,4组8号电池电压,3.213,0.6,28.6,2400,0.0644775879631193,0.0394606210926695
41,10058,2022-10-11 23:41:42,4组8号电池电压,3.213,0.6,28.6,2460,0.06444460165229889,0.039349748754478595
42,10207,2022-10-11 23:42:42,4组8号电池电压,3.213,0.6,28.6,2520,0.06441180360596106,0.039240728564399974
43,10562,2022-10-11 23:43:42,4组8号电池电压,3.213,0.6,28.6,2580,0.06437918907183192,0.039133515733008044
44,10628,2022-10-11 23:44:42,4组8号电池电压,3.213,0.6,28.55,2640,0.06434669219077993,0.03902810702152417
45,10891,2022-10-11 23:45:42,4组8号电池电压,3.212,0.6,28.55,2700,0.06431225684553017,0.03892442132970017
46,11256,2022-10-11 23:46:42,4组8号电池电压,3.213,0.6,28.5,2760,0.06428005777090672,0.03882251305158174
47,11351,2022-10-11 23:47:42,4组8号电池电压,3.212,0.6,28.5,2820,0.06424595277010477,0.03872224761049792
48,11715,2022-10-11 23:48:42,4组8号电池电压,3.213,0.6,28.5,2880,0.06421409563683383,0.03862364101082358
49,11835,2022-10-11 23:49:42,4组8号电池电压,3.213,0.6,28.5,2940,0.06418239773548284,0.03852660172619373
50,12156,2022-10-11 23:50:42,4组8号电池电压,3.213,0.6,28.5,3000,0.06415085525340274,0.038431094509873295
51,12498,2022-10-11 23:51:42,4组8号电池电压,3.213,0.6,28.5,3060,0.0641194644944997,0.03833708525276979
52,12762,2022-10-11 23:52:42,4组8号电池电压,3.213,0.6,28.45,3120,0.06408816461691641,0.03824457592865964
53,12842,2022-10-11 23:53:42,4组8号电池电压,3.213,0.6,28.45,3180,0.06405701015074271,0.03815350016429384
54,13174,2022-10-11 23:54:42,4组8号电池电压,3.213,0.6,28.4,3240,0.06402594137529186,0.03806386083647025
55,13369,2022-10-11 23:55:42,4组8号电池电压,3.213,0.6,28.4,3300,0.06399501205092605,0.03797559459783542
56,13689,2022-10-11 23:56:42,4组8号电池电压,3.213,0.6,28.4,3360,0.063964218963457,0.037888672299011675
57,13865,2022-10-11 23:57:42,4组8号电池电压,3.213,0.6,28.4,3420,0.06393355899087393,0.03780306568097651
58,14176,2022-10-11 23:58:42,4组8号电池电压,3.213,0.6,28.4,3480,0.06390302909974013,0.037718747340008185
59,14255,2022-10-11 23:59:42,4组8号电池电压,3.212,0.6,28.4,3540,0.0638707653153973,0.03763569069431501
60,14514,2022-10-12 00:00:42,4组8号电池电压,3.212,0.6,28.35,3600,0.06383859722927897,0.03755394287088623
61,14905,2022-10-12 00:01:42,4组8号电池电压,3.273,-81.5,28.4,3660,0.0637923740587528,0.03747341647186318
62,15029,2022-10-12 00:02:42,4组8号电池电压,3.286,-80.8,28.6,3720,0.06831705796293992,0.03743540387271381
63,15259,2022-10-12 00:03:42,4组8号电池电压,3.289,-80.6,28.7,3780,0.07282159343024262,0.03741256381150657
64,15460,2022-10-12 00:04:42,4组8号电池电压,3.298,-80.9,28.8,3840,0.07733512536578697,0.0373984423936777
65,15767,2022-10-12 00:05:42,4组8号电池电压,3.296,-80.4,28.8,3900,0.08187346810435976,0.03738963438517312
66,15908,2022-10-12 00:06:42,4组8号电池电压,3.297,-80.3,28.9,3960,0.08638350331311405,0.03738017603059805
67,16158,2022-10-12 00:07:42,4组8号电池电压,3.296,-80.5,28.9,4020,0.09088597613855799,0.037370276378085376
68,16551,2022-10-12 00:08:42,4组8号电池电压,3.304,-80.8,28.9,4080,0.09540076370846914,0.037358395461018386
69,16820,2022-10-12 00:09:42,4组8号电池电压,3.306,-80.8,28.95,4140,0.09996276342827917,0.03735779381911823
70,17033,2022-10-12 00:10:42,4组8号电池电压,3.307,-80.5,28.95,4200,0.10452046451266983,0.037356395046634516
71,17171,2022-10-12 00:11:42,4组8号电池电压,3.313,-80.1,28.95,4260,0.10905994210104,0.03735430668111513
72,17386,2022-10-12 00:12:42,4组8号电池电压,3.316,-80.1,28.95,4320,0.11357319082105675,0.03735072463419324
73,17778,2022-10-12 00:13:42,4组8号电池电压,3.32,-80.6,29.5,4380,0.1180894907335052,0.037346394833541074
74,18056,2022-10-12 00:14:42,4组8号电池电压,3.322,-79.9,29.55,4440,0.12263263654049295,0.037340553942035
75,18240,2022-10-12 00:15:42,4组8号电池电压,3.326,-80.4,29.55,4500,0.12713578589544952,0.037333657391924124
76,18410,2022-10-12 00:16:42,4组8号电池电压,3.329,-80.1,29.55,4560,0.1316643237463817,0.03732412204222088
77,18688,2022-10-12 00:17:42,4组8号电池电压,3.325,-80.0,29.55,4620,0.13617073824024595,0.03731347043339073
78,18885,2022-10-12 00:18:42,4组8号电池电压,3.332,-80.3,30.1,4680,0.14067826163533814,0.037301572102820674
79,19098,2022-10-12 00:19:42,4组8号电池电压,3.332,-79.6,30.15,4740,0.14519893847334922,0.03728626051685189
80,19348,2022-10-12 00:20:42,4组8号电池电压,3.335,-80.1,30.15,4800,0.14969235796238115,0.03728154338100306
81,19700,2022-10-12 00:21:42,4组8号电池电压,3.34,-79.6,30.15,4860,0.15421312879976812,0.037275341682685065
82,19765,2022-10-12 00:22:42,4组8号电池电压,3.338,-80.0,30.15,4920,0.15870236492307324,0.037268444516314156
83,20118,2022-10-12 00:23:42,4组8号电池电压,3.345,-79.6,30.15,4980,0.16321555101972712,0.03726069985066291
84,20340,2022-10-12 00:24:42,4组8号电池电压,3.343,-79.6,30.25,5040,0.16770302197785283,0.03725180718452705
85,20659,2022-10-12 00:25:42,4组8号电池电压,3.345,-79.4,30.25,5100,0.17218746277583483,0.037240343477461316
86,20771,2022-10-12 00:26:42,4组8号电池电压,3.348,-79.8,30.25,5160,0.17666211739649762,0.0372300060048994
87,21129,2022-10-12 00:27:42,4组8号电池电压,3.348,-79.7,30.25,5220,0.18115602304824505,0.03721811775146243
88,21292,2022-10-12 00:28:42,4组8号电池电压,3.352,-79.7,30.25,5280,0.1856422637853953,0.037202593442497774
89,21593,2022-10-12 00:29:42,4组8号电池电压,3.354,-79.5,30.35,5340,0.19013318604116092,0.037190854199514504
90,21836,2022-10-12 00:30:42,4组8号电池电压,3.356,-79.3,30.35,5400,0.19462519071993295,0.037188118929488014
91,22070,2022-10-12 00:31:42,4组8号电池电压,3.359,-79.7,30.35,5460,0.19910585893085064,0.03718513224185307
92,22245,2022-10-12 00:32:42,4组8号电池电压,3.357,-79.7,30.35,5520,0.20360540871379432,0.037180890853306156
93,22463,2022-10-12 00:33:42,4组8号电池电压,3.356,-79.5,30.35,5580,0.20810245409454525,0.03717582441049572
94,22722,2022-10-12 00:34:42,4组8号电池电压,3.362,-79.0,30.45,5640,0.2125894130871872,0.037169527015194555
95,23116,2022-10-12 00:35:42,4组8号电池电压,3.359,-79.3,30.3,5700,0.2170403740399218,0.03716017398382904
96,23251,2022-10-12 00:36:42,4组8号电池电压,3.361,-79.4,30.45,5760,0.2215089095668411,0.037150306356530785
97,23529,2022-10-12 00:37:42,4组8号电池电压,3.36,-79.0,30.45,5820,0.22597847740775454,0.037137804854104894
98,23650,2022-10-12 00:38:42,4组8号电池电压,3.362,-79.6,30.4,5880,0.23042263200138083,0.03712319020012613
99,23958,2022-10-12 00:39:42,4组8号电池电压,3.367,-78.9,30.55,5940,0.23492263391679888,0.037121393972088496
100,24260,2022-10-12 00:40:42,4组8号电池电压,3.365,-79.5,30.55,6000,0.2393815598733851,0.037119375057780755
101,24480,2022-10-12 00:41:42,4组8号电池电压,3.365,-79.1,30.6,6060,0.2438709996809649,0.037116019636027384
102,24632,2022-10-12 00:42:42,4组8号电池电压,3.363,-79.0,30.6,6120,0.2483357380391828,0.03711223444983417
103,25060,2022-10-12 00:43:42,4组8号电池电压,3.364,-79.5,30.65,6180,0.25279395104121505,0.037107939953337665
104,25195,2022-10-12 00:44:42,4组8号电池电压,3.365,-79.1,30.7,6240,0.2572787708402026,0.037102548556403186
105,25327,2022-10-12 00:45:42,4组8号电池电压,3.362,-79.0,30.7,6300,0.2617360847782556,0.03709538045837552
106,25595,2022-10-12 00:46:42,4组8号电池电压,3.368,-79.0,30.7,6360,0.26618732229022535,0.037085873941049854
107,26003,2022-10-12 00:47:42,4组8号电池电压,3.362,-79.4,30.75,6420,0.2706313436426175,0.03707408722043558
108,26069,2022-10-12 00:48:42,4组8号电池电压,3.367,-79.2,30.8,6480,0.27509660488944415,0.03705812114133102
109,26419,2022-10-12 00:49:42,4组8号电池电压,3.364,-78.9,30.85,6540,0.27957531992635015,0.037057064908065825
110,26526,2022-10-12 00:50:42,4组8号电池电压,3.367,-79.4,30.85,6600,0.2840349241653993,0.03705530052963865
111,26874,2022-10-12 00:51:42,4组8号电池电压,3.367,-79.3,30.9,6660,0.28852096134548927,0.03705290287482419
112,27035,2022-10-12 00:52:42,4组8号电池电压,3.367,-78.9,30.9,6720,0.29299605704935083,0.03704832068457867
113,27357,2022-10-12 00:53:42,4组8号电池电压,3.37,-79.4,31.1,6780,0.29744783490893606,0.037041921090459444
114,27629,2022-10-12 00:54:42,4组8号电池电压,3.369,-79.0,31.1,6840,0.3019233551875088,0.037032920665559264
115,27852,2022-10-12 00:55:42,4组8号电池电压,3.368,-79.3,31.1,6900,0.3063711082069802,0.03702054154396626
116,28050,2022-10-12 00:56:42,4组8号电池电压,3.37,-79.0,31.1,6960,0.31083309929380426,0.03700440899158863
117,28297,2022-10-12 00:57:42,4组8号电池电压,3.368,-78.9,31.15,7020,0.31527842960657027,0.036989549468223845
118,28606,2022-10-12 00:58:42,4组8号电池电压,3.371,-79.4,31.1,7080,0.31974935406644933,0.036989555203570716
119,28715,2022-10-12 00:59:42,4组8号电池电压,3.372,-79.0,31.1,7140,0.32424562136046314,0.036989272839529706
120,29131,2022-10-12 01:00:42,4组8号电池电压,3.367,-78.8,31.15,7200,0.32871576456451007,0.036988444840801014
121,29344,2022-10-12 01:01:42,4组8号电池电压,3.364,-79.1,31.05,7260,0.3331694568004039,0.03698662037532107
122,29553,2022-10-12 01:02:42,4组8号电池电压,3.369,-79.3,31.05,7320,0.3376381702499506,0.03698359625911494
123,29862,2022-10-12 01:03:42,4组8号电池电压,3.369,-78.8,31.0,7380,0.3421141588048302,0.03697878011884717
124,29998,2022-10-12 01:04:42,4组8号电池电压,3.368,-79.3,31.05,7440,0.34655911964292196,0.03697252248810076
125,30360,2022-10-12 01:05:42,4组8号电池电压,3.368,-79.1,31.05,7500,0.3510270793885573,0.03696282050091842
126,30523,2022-10-12 01:06:42,4组8号电池电压,3.371,-78.9,31.05,7560,0.35548379588038476,0.036951459728355396
127,30611,2022-10-12 01:07:42,4组8号电池电压,3.37,-79.4,31.0,7620,0.35995563940526754,0.03695149823799144
128,31061,2022-10-12 01:08:42,4组8号电池电压,3.37,-79.2,31.05,7680,0.3644533850840105,0.036951425358454595
129,31240,2022-10-12 01:09:42,4组8号电池电压,3.372,-78.8,31.05,7740,0.36893641383165954,0.03695082882588269
130,31366,2022-10-12 01:10:42,4组8号电池电压,3.37,-79.1,30.95,7800,0.37339314259074613,0.03694955406151717
131,31577,2022-10-12 01:11:42,4组8号电池电压,3.372,-79.1,30.9,7860,0.3778633467615999,0.036947011154882595
132,31935,2022-10-12 01:12:42,4组8号电池电压,3.372,-78.8,30.9,7920,0.38233091873382363,0.03694324851322401
133,32102,2022-10-12 01:13:42,4组8号电池电压,3.372,-79.2,30.85,7980,0.3867767786214063,0.03693700434228127
134,32328,2022-10-12 01:14:42,4组8号电池电压,3.37,-79.4,30.8,8040,0.3912417232927027,0.036929544519487684
135,32762,2022-10-12 01:15:42,4组8号电池电压,3.37,-79.0,30.75,8100,0.395712167276624,0.03691813515394929
136,32820,2022-10-12 01:16:42,4组8号电池电压,3.371,-79.4,30.7,8160,0.4001597798207756,0.036906302930821575
137,33129,2022-10-12 01:17:42,4组8号电池电压,3.37,-78.9,30.65,8220,0.40465609654900414,0.03690625160492256
138,33262,2022-10-12 01:18:42,4组8号电池电压,3.37,-78.8,30.95,8280,0.40912312501643794,0.03690596905393432
139,33675,2022-10-12 01:19:42,4组8号电池电压,3.373,-78.8,30.85,8340,0.41358076553341083,0.03690487574300998
140,33956,2022-10-12 01:20:42,4组8号电池电压,3.373,-79.2,30.85,8400,0.4180350883455503,0.0369027127831584
141,34186,2022-10-12 01:21:42,4组8号电池电压,3.374,-78.7,31.05,8460,0.42251075055454956,0.0368992313810635
142,34224,2022-10-12 01:22:42,4组8号电池电压,3.372,-78.7,31.0,8520,0.42695451382033656,0.03689425572189708
143,34695,2022-10-12 01:23:42,4组8号电池电压,3.376,-79.2,31.1,8580,0.43139772634339024,0.03688716335793357
144,34897,2022-10-12 01:24:42,4组8号电池电压,3.372,-79.3,31.0,8640,0.43586423258486867,0.03687863822607013
145,35176,2022-10-12 01:25:42,4组8号电池电压,3.375,-79.1,31.1,8700,0.44033428169641164,0.036865644998189374
146,35363,2022-10-12 01:26:42,4组8号电池电压,3.371,-78.6,31.1,8760,0.4448172533195686,0.0368656747809329
147,35552,2022-10-12 01:27:42,4组8号电池电压,3.377,-79.0,31.6,8820,0.44927142695126926,0.03686543948374882
148,35903,2022-10-12 01:28:42,4组8号电池电压,3.376,-79.2,31.55,8880,0.4537456549920158,0.036864608297484516
149,35930,2022-10-12 01:29:42,4组8号电池电压,3.379,-78.9,31.9,8940,0.4582319788367164,0.036863114102141666
150,36187,2022-10-12 01:30:42,4组8号电池电压,3.38,-78.6,31.95,9000,0.46269916881554674,0.03685971417076482
151,36624,2022-10-12 01:31:42,4组8号电池电压,3.38,-78.7,31.95,9060,0.4671494322774966,0.03685634047007353
152,36771,2022-10-12 01:32:42,4组8号电池电压,3.378,-79.1,31.95,9120,0.4716014393902775,0.03685034094570635
153,37057,2022-10-12 01:33:42,4组8号电池电压,3.374,-79.0,32.2,9180,0.4760729245214969,0.03684164328285197
154,37339,2022-10-12 01:34:42,4组8号电池电压,3.378,-78.6,32.2,9240,0.48054028549533245,0.036831532615829665
155,37394,2022-10-12 01:35:42,4组8号电池电压,3.381,-79.0,32.3,9300,0.4849844345140638,0.036815640898526014
156,37604,2022-10-12 01:36:42,4组8号电池电压,3.377,-79.1,32.35,9360,0.48946524786948936,0.03681548159038075
157,37895,2022-10-12 01:37:42,4组8号电池电压,3.377,-78.7,32.4,9420,0.49395072512005017,0.03681501592915097
158,38272,2022-10-12 01:38:42,4组8号电池电压,3.381,-79.0,32.5,9480,0.4984125487406744,0.03681351947452452
159,38536,2022-10-12 01:39:42,4组8号电池电压,3.381,-79.1,32.5,9540,0.5028909667465976,0.036811758430574534
160,38734,2022-10-12 01:40:42,4组8号电池电压,3.386,-78.5,32.6,9600,0.5073752830317494,0.03680779201898167
161,38884,2022-10-12 01:41:42,4组8号电池电压,3.385,-78.5,32.65,9660,0.5118249026358042,0.036802588439150075
162,39224,2022-10-12 01:42:42,4组8号电池电压,3.385,-78.5,32.7,9720,0.516273624462752,0.036794984295600026
163,39322,2022-10-12 01:43:42,4组8号电池电压,3.384,-79.0,32.75,9780,0.52072082139458,0.03678461418165788
164,39635,2022-10-12 01:44:42,4组8号电池电压,3.386,-78.7,32.8,9840,0.525197009852998,0.036771549253162214
165,39980,2022-10-12 01:45:42,4组8号电池电压,3.383,-78.8,32.9,9900,0.5296646751721322,0.03677156574385376
166,40031,2022-10-12 01:46:42,4组8号电池电压,3.383,-78.6,32.9,9960,0.5341367562802541,0.03677122278959902
167,40433,2022-10-12 01:47:42,4组8号电池电压,3.387,-79.0,33.0,10020,0.5385977709918722,0.03677033176978205
168,40603,2022-10-12 01:48:42,4组8号电池电压,3.39,-78.6,33.0,10080,0.543081476861384,0.03676824032909302
169,40896,2022-10-12 01:49:42,4组8号电池电压,3.387,-78.4,33.1,10140,0.5475416031464877,0.036764911489773205
170,40981,2022-10-12 01:50:42,4组8号电池电压,3.393,-78.4,33.1,10200,0.5519925843193226,0.03676040534557193
171,41220,2022-10-12 01:51:42,4组8号电池电压,3.389,-78.8,33.2,10260,0.5564417638286183,0.036753668474891095
172,41664,2022-10-12 01:52:42,4组8号电池电压,3.389,-78.8,33.15,10320,0.5609127401979921,0.03674477582588562
173,41906,2022-10-12 01:53:42,4组8号电池电压,3.39,-78.7,33.2,10380,0.5653843512735076,0.03673395710794064
174,42075,2022-10-12 01:54:42,4组8号电池电压,3.393,-78.3,33.25,10440,0.5698538204662487,0.03673398169955491
175,42390,2022-10-12 01:55:42,4组8号电池电压,3.392,-78.5,33.35,10500,0.5743007616969796,0.036733684077103416
176,42588,2022-10-12 01:56:42,4组8号电池电压,3.39,-78.6,33.35,10560,0.5787584676488925,0.03673268016109845
177,42815,2022-10-12 01:57:42,4组8号电池电压,3.395,-78.8,33.4,10620,0.5832231212604818,0.03673077214550879
178,42905,2022-10-12 01:58:42,4组8号电池电压,3.392,-78.8,33.45,10680,0.5876983510576894,0.03672782259528854
179,43325,2022-10-12 01:59:42,4组8号电池电压,3.394,-78.5,33.5,10740,0.5921745444117338,0.0367237138901013
180,43381,2022-10-12 02:00:42,4组8号电池电压,3.388,-78.3,33.55,10800,0.5966310002668778,0.03671763613124278
181,43782,2022-10-12 02:01:42,4组8号电池电压,3.395,-78.4,33.6,10860,0.6010798116245213,0.03671040801998727
182,43863,2022-10-12 02:02:42,4组8号电池电压,3.393,-78.7,33.6,10920,0.6055326568644536,0.036698989127057574
183,44292,2022-10-12 02:03:42,4组8号电池电压,3.395,-78.8,33.65,10980,0.6100036227074573,0.03668033992572389
184,44376,2022-10-12 02:04:42,4组8号电池电压,3.395,-78.7,33.7,11040,0.6144804488338053,0.036679162854964434
185,44696,2022-10-12 02:05:42,4组8号电池电压,3.395,-78.6,33.7,11100,0.6189512686980859,0.03667690070699517
186,44880,2022-10-12 02:06:42,4组8号电池电压,3.397,-78.4,33.75,11160,0.623416791307505,0.03667185898604666
187,45209,2022-10-12 02:07:42,4组8号电池电压,3.399,-78.2,33.8,11220,0.6278713834568502,0.0366616776764007
188,45354,2022-10-12 02:08:42,4组8号电池电压,3.399,-78.3,33.8,11280,0.632312962887758,0.0366454312781684
189,45580,2022-10-12 02:09:42,4组8号电池电压,3.394,-78.4,33.85,11340,0.6367540815925159,0.036626661016914655
190,45872,2022-10-12 02:10:42,4组8号电池电压,3.396,-78.8,33.85,11400,0.6411996272875355,0.036603204138729147
191,46173,2022-10-12 02:11:42,4组8号电池电压,3.396,-78.8,33.9,11460,0.6456675345485904,0.03658486810486526
192,46401,2022-10-12 02:12:42,4组8号电池电压,3.397,-78.7,33.9,11520,0.650135262407468,0.03656723428623927
193,46564,2022-10-12 02:13:42,4组8号电池电压,3.39,-78.3,33.95,11580,0.6546019124258512,0.03656525306559736
194,46942,2022-10-12 02:14:42,4组8号电池电压,3.4,-78.1,33.95,11640,0.6590486105130647,0.03656339441479426
195,47225,2022-10-12 02:15:42,4组8号电池电压,3.396,-78.1,34.0,11700,0.6634823919993915,0.0365611087426706
196,47418,2022-10-12 02:16:42,4组8号电池电压,3.4,-78.8,34.0,11760,0.6679165818435654,0.036558153316444686
197,47508,2022-10-12 02:17:42,4组8号电池电压,3.4,-78.7,34.0,11820,0.672389942271466,0.03655493519361778
198,47921,2022-10-12 02:18:42,4组8号电池电压,3.398,-78.2,34.55,11880,0.6768586967300849,0.03655081285493206
199,48165,2022-10-12 02:19:42,4组8号电池电压,3.401,-78.3,35.05,11940,0.6813032202266451,0.03654740365072329
200,48408,2022-10-12 02:20:42,4组8号电池电压,3.401,-78.6,35.1,12000,0.6857519948292436,0.03653956917712474
201,48564,2022-10-12 02:21:42,4组8号电池电压,3.401,-78.7,35.1,12060,0.6902178616247605,0.036532397374435734
202,48682,2022-10-12 02:22:42,4组8号电池电压,3.401,-78.7,35.15,12120,0.6946944702040603,0.036532247430380735
203,49115,2022-10-12 02:23:42,4组8号电池电压,3.399,-78.3,35.15,12180,0.6991703055929591,0.03653182175496629
204,49199,2022-10-12 02:24:42,4组8号电池电压,3.401,-78.1,35.2,12240,0.7036232584112038,0.036530947443460186
205,49495,2022-10-12 02:25:42,4组8号电池电压,3.403,-78.3,35.2,12300,0.7080646600051356,0.036529346121673224
206,49813,2022-10-12 02:26:42,4组8号电池电压,3.406,-78.1,35.2,12360,0.7125176746085845,0.036526606764095186
207,49984,2022-10-12 02:27:42,4组8号电池电压,3.401,-78.1,35.25,12420,0.7169571497550552,0.036522746589515334
208,50244,2022-10-12 02:28:42,4组8号电池电压,3.403,-78.5,35.2,12480,0.7213957560868439,0.03651554194074311
209,50554,2022-10-12 02:29:42,4组8号电池电压,3.402,-78.7,35.3,12540,0.7258569221337069,0.036509022966982274
210,50832,2022-10-12 02:30:42,4组8号电池电压,3.404,-78.7,35.3,12600,0.7303295149180896,0.03649911542881245
211,51091,2022-10-12 02:31:42,4组8号电池电压,3.407,-78.6,35.35,12660,0.7348077653871714,0.03649911190932317
212,51142,2022-10-12 02:32:42,4组8号电池电压,3.404,-78.5,35.35,12720,0.7392797090860161,0.0364988810206394
213,51446,2022-10-12 02:33:42,4组8号电池电压,3.405,-78.5,35.4,12780,0.7437457723517403,0.03649824529154598
214,51726,2022-10-12 02:34:42,4组8号电池电压,3.405,-78.4,35.4,12840,0.7482111164111004,0.03649651621144661
215,51894,2022-10-12 02:35:42,4组8号电池电压,3.407,-78.1,35.4,12900,0.7526710193963622,0.036493884826703064
216,52082,2022-10-12 02:36:42,4组8号电池电压,3.406,-78.2,35.45,12960,0.7571131801079921,0.036489535742272615
217,52530,2022-10-12 02:37:42,4组8号电池电压,3.407,-78.1,35.5,13020,0.7615614607692396,0.036484217049964435
218,52647,2022-10-12 02:38:42,4组8号电池电压,3.41,-78.2,35.5,13080,0.7660053353288179,0.03647655134817575
219,52798,2022-10-12 02:39:42,4组8号电池电压,3.407,-77.9,35.5,13140,0.7704526333133698,0.03646542493066767
220,53174,2022-10-12 02:40:42,4组8号电池电压,3.406,-78.5,35.5,13200,0.774886389971492,0.03646546426281778
221,53389,2022-10-12 02:41:42,4组8号电池电压,3.41,-78.4,35.55,13260,0.7793542063383335,0.03646529009903255
222,53537,2022-10-12 02:42:42,4组8号电池电压,3.408,-78.5,35.5,13320,0.7838157558362712,0.036464675788209354
223,53816,2022-10-12 02:43:42,4组8号电池电压,3.412,-78.5,35.6,13380,0.7882839020617245,0.036463374165881565
224,54143,2022-10-12 02:44:42,4组8号电池电压,3.412,-78.3,35.6,13440,0.7927522121731745,0.03646065952012377
225,54297,2022-10-12 02:45:42,4组8号电池电压,3.413,-78.4,35.65,13500,0.7972097713546452,0.03645672640323694
226,54535,2022-10-12 02:46:42,4组8号电池电压,3.412,-78.0,35.65,13560,0.8016727535696326,0.036450491357684134
227,54774,2022-10-12 02:47:42,4组8号电池电压,3.412,-77.8,35.7,13620,0.8061134115887968,0.03644154717868311
228,55162,2022-10-12 02:48:42,4组8号电池电压,3.409,-78.1,35.7,13680,0.810541080741747,0.03643311821045466
229,55412,2022-10-12 02:49:42,4组8号电池电压,3.41,-77.9,35.7,13740,0.8149871499497912,0.036433150845745194
